C.D.S.  -  SIMBAD4 rel 1.8  -  2026.05.10CEST06:15:14

Vmag < 6 & maintypes='*'
------------------------

Number of objects : 5056

 #  ;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;         pm         ;   plx    ;  radvel   ;  redshift  ;    cz     ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag G  ;     spec. type      
----;-----------------------------------;---;---------------------------------------;--------------------;----------;-----------;------------;-----------;---------;---------;---------;---------;---------;---------------------
3623;* 13 Sge                           ;LP*;20 00 03.3079177416 +17 30 59.428510704;  1.272 -13.365     ;3.4239    ;-17.56     ;-0.000059   ;-17.56     ;8.75     ;7.00     ;5.35     ;     ~   ;4.095845 ;M3/5III              
3624;* 15 Sge                           ;PM*;20 04 06.2207683221 +17 04 12.676556401;-387.472 -419.497   ;56.2693   ;4.57       ;0.000015    ;4.57       ;     ~   ;6.390    ;5.788    ;5.4      ;5.645246 ;G0V                  
3625;HD 193579                          ;*  ;20 20 21.4067310120 +17 47 34.534200192; 17.006 -31.844     ;7.0488    ;-33.24     ;-0.000111   ;-33.24     ;     ~   ;7.336    ;5.808    ;     ~   ;5.224592 ;K5III                
3626;HD 196775                          ;*  ;20 39 04.9680556008 +15 50 17.511192132; -0.868 -15.290     ;3.1211    ;-4.60      ;-0.000015   ;-4.60      ;5.110    ;5.820    ;5.980    ;     ~   ;5.956425 ;B3V                  
3627;* alf Del                          ;** ;20 39 38.2796355689 +15 54 43.776032197; 71.574 -30.655     ;13.7298   ;-3.40      ;-0.000011   ;-3.40      ;3.550    ;3.740    ;3.800    ;3.77     ;3.735891 ;B9IV                 
3628;* gam01 Del                        ;PM*;20 46 38.8610460432 +16 07 26.861778660;-11.702 -203.994    ;27.8884   ;-6.97      ;-0.000023   ;-6.97      ;     ~   ;5.53     ;4.96     ;3.6      ;5.017348 ;F8V                  
3629;* gam02 Del                        ;PM*;20 46 39.4998239664 +16 07 27.458234724;-30.476 -197.504    ;28.1359   ;-6.17      ;-0.000021   ;-6.17      ;     ~   ;5.26     ;4.25     ;4.1      ;3.989937 ;K1IV                 
3630;HD 134943                          ;S* ;15 12 04.2654179875 +18 58 33.708698932;  -14.671 8.400     ;2.8463    ;-35.45     ;-0.000118   ;-35.45     ;     ~   ;7.42     ;5.89     ;     ~   ;4.655125 ;M4SIII               
3631;* iot Ser                          ;** ;15 41 33.0546906 +19 40 13.437985      ;  -60.86 -43.69     ;17.16     ;-17.2      ;-0.000057   ;-17.20     ;     ~   ;4.563    ;4.505    ;     ~   ;4.4591   ;A1V                  
3632;* rho Ser                          ;PM*;15 51 15.9092751251 +20 58 40.513558638; -53.507 17.999     ;8.0776    ;-61.96     ;-0.000207   ;-61.95     ;8.20     ;6.32     ;4.78     ;3.56     ;4.122148 ;K4.5III              
3633;V* QY Ser                          ;LP*;15 54 34.6121990064 +20 18 39.483057780; -82.922 42.620     ;5.0022    ;-61.32     ;-0.000205   ;-61.31     ;8.98     ;7.03     ;5.44     ;4.18     ;4.752333 ;K8IIIb               
3634;HD 149009                          ;*  ;16 31 13.4310587472 +22 11 43.641862404;  -10.382 7.114     ;2.7735    ;-26.05     ;-0.000087   ;-26.05     ;     ~   ;7.359    ;5.754    ;     ~   ;5.079833 ;K5III                
3635;* bet Her                          ;SB*;16 30 13.2003216885 +21 29 22.598684027;-98.822 -14.869     ;22.0023   ;-25.91     ;-0.000086   ;-25.91     ;4.39     ;3.70     ;2.77     ;2.13     ;2.547638 ;G7IIIaFe-0.5         
3636;HD 153834                          ;*  ;17 00 58.1352675864 +22 37 55.546711932; -9.116 -22.876     ;2.269     ;10.82      ;0.000036    ;10.82      ;     ~   ;6.996    ;5.658    ;     ~   ;5.291079 ;K3III                
3637;HD 154733                          ;PM*;17 06 18.0468410496 +22 05 02.953974156;-98.351 -37.904     ;9.2856    ;-96.480    ;-0.000322   ;-96.46     ;     ~   ;6.871    ;5.565    ;     ~   ;5.145234 ;K3III                
3638;* del Her                          ;SB*;17 15 01.91058 +24 50 21.1451          ; -21.18 -156.48     ;43.41     ;-40.0      ;-0.000133   ;-40.00     ;3.29     ;3.21     ;3.13     ;3.08     ;3.130809 ;A1IVn                
3639;HD 156284                          ;*  ;17 15 41.4703516656 +23 44 33.931735044; -37.546 20.117     ;5.5623    ;-43.73     ;-0.000146   ;-43.73     ;     ~   ;7.320    ;5.975    ;     ~   ;5.577447 ;K2III                
3640;* 70 Her                           ;*  ;17 20 54.2059011504 +24 29 57.968807964; -19.355 -1.631     ;7.4167    ;-21.74     ;-0.000073   ;-21.74     ;5.11     ;5.09     ;5.12     ;     ~   ;5.106127 ;A2V                  
3641;* 73 Her                           ;PM*;17 24 06.5870998728 +22 57 37.016126892;-43.501 -38.046     ;23.4066   ;-19.7      ;-0.000066   ;-19.70     ;5.980    ;5.930    ;5.720    ;     ~   ;5.666976 ;A7V                  
3642;* 79 Her                           ;** ;17 37 31.1072752104 +24 18 36.022777596;  -25.328 1.821     ;12.1085   ;-4.00      ;-0.000013   ;-4.00      ;5.930    ;5.900    ;5.760    ;     ~   ;5.719236 ;A2Vn                 
3643;* 83 Her                           ;PM*;17 42 28.3623041280 +24 33 50.606295912;-54.917 -103.891    ;8.7284    ;-28.60     ;-0.000095   ;-28.60     ;     ~   ;6.993    ;5.558    ;     ~   ;5.017627 ;K4III                
3644;* 84 Her                           ;PM*;17 43 21.5645208624 +24 19 40.156969404;-116.087 72.261     ;25.3989   ;-23.294    ;-0.000078   ;-23.29     ;     ~   ;6.394    ;5.729    ;     ~   ;5.576386 ;G2IIIb               
3645;* 105 Her                          ;SB*;18 19 10.6794416880 +24 26 45.803032368;   10.121 5.627     ;2.6664    ;-15.90     ;-0.000053   ;-15.90     ;     ~   ;6.807    ;5.279    ;     ~   ;4.753304 ;K3III:Ba0.5          
3646;HD 169110                          ;PM*;18 22 08.7005252544 +23 17 06.628856208;  11.627 77.120     ;5.4523    ;-60.73     ;-0.000203   ;-60.72     ;     ~   ;7.01     ;5.41     ;     ~   ;4.665093 ;K5III                
3647;HD 170650                          ;*  ;18 29 35.7102901440 +23 51 58.314319164;   0.119 -3.182     ;1.9494    ;-17.00     ;-0.000057   ;-17.00     ;5.27     ;5.764    ;5.863    ;     ~   ;5.838985 ;B6IV                 
3648;HD 171245                          ;*  ;18 32 46.1547923088 +23 37 00.469708284;   12.608 8.313     ;4.1393    ;-7.82      ;-0.000026   ;-7.82      ;     ~   ;7.30     ;5.84     ;     ~   ;5.341857 ;K5III                
3649;* 113 Her                          ;SB*;18 54 44.8849895400 +22 38 42.271489464;    6.571 1.305     ;7.5501    ;-21.94     ;-0.000073   ;-21.94     ;5.88     ;5.38     ;4.60     ;3.96     ;4.341644 ;G8III+:+A0.5         
3650;HD 178187                          ;PM*;19 06 38.3961477336 +24 15 02.818399464;  55.614 15.016     ;9.9907    ;-21.9      ;-0.000073   ;-21.90     ;6.000    ;5.890    ;5.790    ;     ~   ;5.767746 ;A4III                
3651;* 2 Vul                            ;Pu*;19 17 43.6353905520 +23 01 31.941802308;   0.956 -6.636     ;1.8212    ;1.00       ;0.000003    ;1.00       ;4.64     ;5.43     ;5.43     ;     ~   ;5.445910 ;B1IIIn               
3652;* 1 Vul                            ;SB*;19 16 13.0391965104 +21 23 25.544515308;  -0.383 -5.809     ;4.2065    ;-17.0      ;-0.000057   ;-17.00     ;4.18     ;4.72     ;4.77     ;4.76     ;4.734439 ;B4IV                 
3653;* 12 Vul                           ;Be*;19 51 04.1083085616 +22 36 36.172997964; 23.404 -15.797     ;5.1710    ;-24.90     ;-0.000083   ;-24.90     ;4.15     ;4.84     ;4.96     ;4.98     ;4.887583 ;B2.5Ve               
3654;* eta Sge                          ;PM*;20 05 09.4929426624 +19 59 27.862887444;  30.128 80.000     ;20.8671   ;-40.501400 ;-0.000135   ;-40.50     ;     ~   ;6.139    ;5.093    ;     ~   ;4.788077 ;K2III                
3655;V* EU Del                          ;LP*;20 37 54.7276970976 +18 16 06.894742044;  35.347 61.883     ;8.4315    ;-66.2      ;-0.000221   ;-66.19     ;8.42     ;7.38     ;5.89     ;3.24     ;3.792551 ;M6III                
3656;HD 136138                          ;SB*;15 18 24.5072103336 +20 34 21.946931292;-12.993 -22.380     ;7.7902    ;-7.74      ;-0.000026   ;-7.74      ;     ~   ;6.655    ;5.686    ;     ~   ;5.423979 ;G8IIIa               
3657;* pi. Ser                          ;*  ;16 02 17.6914838952 +22 48 16.029143784;   4.500 23.359     ;18.6950   ;-37.21     ;-0.000124   ;-37.21     ;     ~   ;4.887    ;4.817    ;     ~   ;4.794380 ;A3V                  
3658;* 10 Her                           ;LP?;16 11 38.0353946184 +23 29 41.285039064;-21.233 -11.973     ;4.7493    ;-22.68     ;-0.000076   ;-22.68     ;8.82     ;7.26     ;5.70     ;     ~   ;4.393531 ;M3III                
3659;* 51 Her                           ;*  ;16 51 45.2615488920 +24 39 23.158142640;    9.434 5.541     ;4.2981    ;-18.64     ;-0.000062   ;-18.64     ;     ~   ;6.282    ;5.029    ;     ~   ;4.678733 ;K0.5IIIaCa0.5        
3660;HD 154084                          ;PM*;17 02 18.6961863888 +25 30 20.226210012;  54.999 98.758     ;10.2824   ;-50.4      ;-0.000168   ;-50.40     ;     ~   ;6.781    ;5.762    ;     ~   ;5.490970 ;G7III:               
3661;HD 157087                          ;*  ;17 20 09.8341383576 +25 32 15.372497148;  24.267 -9.847     ;7.2227    ;-5.1       ;-0.000017   ;-5.10      ;     ~   ;5.410    ;5.357    ;     ~   ;5.348935 ;A3III                
3662;* lam Her                          ;*  ;17 30 44.3098209648 +26 06 38.324204244;  18.782 16.184     ;8.2943    ;-26.51     ;-0.000088   ;-26.51     ;7.53     ;5.85     ;4.41     ;3.37     ;3.909734 ;K3.5III              
3663;* mu.01 Her                        ;** ;17 46 27.5472960785 +27 43 14.560978925;-312.087 -773.179   ;119.9248  ;-17.78     ;-0.000059   ;-17.78     ;4.56     ;4.17     ;3.42     ;2.89     ;3.238405 ;G5IV                 
3664;* 87 Her                           ;*  ;17 48 49.1462026080 +25 37 22.326301164; -4.349 -38.848     ;15.4736   ;-25.26     ;-0.000084   ;-25.26     ;     ~   ;6.245    ;5.100    ;     ~   ;4.768580 ;K0IIIb               
3665;* 89 Her                           ;pA*;17 55 25.1883476136 +26 02 59.968457664;    3.980 5.282     ;0.7608    ;-28.5      ;-0.000095   ;-28.50     ;5.36     ;5.70     ;5.36     ;5.06     ;5.351038 ;F2Ibp                
3666;* 100 Her A                        ;** ;18 07 49.5667844616 +26 06 04.541919552; -16.345 39.822     ;15.6527   ;-17.00     ;-0.000057   ;-17.00     ;     ~   ;5.966    ;5.819    ;     ~   ;5.856690 ;A3V                  
3667;* 100 Her B                        ;*  ;18 07 49.5026492112 +26 05 50.398110528;  -9.120 31.964     ;15.6586   ;-16.00     ;-0.000053   ;-16.00     ;     ~   ;5.92     ;5.79     ;     ~   ;5.841972 ;A3V                  
3668;HD 173780                          ;*  ;18 46 04.4794939944 +26 39 43.664068548;  17.445 23.833     ;13.386    ;-16.92     ;-0.000056   ;-16.92     ;7.26     ;6.04     ;4.84     ;3.96     ;4.460252 ;K2III                
3669;HD 176527                          ;PM*;18 59 45.4842321504 +26 13 49.459345644; 85.738 -11.304     ;9.3474    ;-22.56     ;-0.000075   ;-22.56     ;     ~   ;6.488    ;5.261    ;     ~   ;4.865078 ;K2III                
3670;HD 176871                          ;*  ;19 01 17.3568213168 +26 17 29.077482732;  -0.475 -9.296     ;4.0688    ;-20.40     ;-0.000068   ;-20.40     ;     ~   ;5.598    ;5.687    ;     ~   ;5.659682 ;B5V                  
3671;* 3 Vul                            ;Pu*;19 22 50.8855509384 +26 15 44.667340056;  0.922 -10.270     ;8.9071    ;-12.2      ;-0.000041   ;-12.20     ;4.53     ;5.065    ;5.192    ;     ~   ;5.165268 ;B7V                  
3672;* alf Vul                          ;PM*;19 28 42.3299213429 +24 39 53.661067470;-126.197 -106.865   ;11.2238   ;-85.391    ;-0.000285   ;-85.38     ;7.77     ;5.95     ;4.45     ;3.24     ;3.741117 ;M0.5IIIb             
3673;* 8 Vul                            ;*  ;19 28 57.0833174760 +24 46 07.260996360;   8.713 16.613     ;7.0762    ;-27.09     ;-0.000090   ;-27.09     ;     ~   ;6.841    ;5.812    ;     ~   ;5.561242 ;K0III                
3674;HD 187982                          ;Em*;19 52 01.5943128840 +24 59 31.787432196;  -0.214 -4.728     ;0.6566    ;-2.9       ;-0.000010   ;-2.90      ;6.41     ;6.28     ;5.57     ;     ~   ;5.307211 ;A2Ia                 
3675;HD 188485                          ;** ;19 54 31.0731055704 +24 19 09.691905324;   23.033 5.003     ;6.9794    ;-8.00      ;-0.000027   ;-8.00      ;5.34     ;5.50     ;5.52     ;     ~   ;5.527268 ;A0III                
3676;* 13 Vul                           ;Pu*;19 53 27.6957191856 +24 04 46.608138660;  22.325 36.510     ;9.6342    ;-28.72     ;-0.000096   ;-28.72     ;4.39     ;4.57     ;4.64     ;     ~   ;4.629588 ;B9.5III              
3677;* 14 Vul                           ;PM*;19 59 10.5367066752 +23 06 04.604151600;  -68.157 6.926     ;18.7753   ;-19.09     ;-0.000064   ;-19.09     ;6.010    ;5.990    ;5.660    ;     ~   ;5.602182 ;F0                   
3678;* 17 Vul                           ;*  ;20 06 53.4076821840 +23 36 51.929192484;   15.246 0.316     ;6.8168    ;-7.60      ;-0.000025   ;-7.60      ;     ~   ;4.891    ;5.056    ;     ~   ;5.057024 ;B3V                  
3679;* 22 Vul                           ;SB*;20 15 30.2386386720 +23 30 32.051069712;   2.852 -7.278     ;2.1872    ;-22.8      ;-0.000076   ;-22.80     ;     ~   ;6.192    ;5.176    ;     ~   ;4.891197 ;G3Ib-II              
3680;HD 194577                          ;*  ;20 25 40.5289860792 +21 24 34.718822424;   8.135 -7.887     ;7.5537    ;-21.83     ;-0.000073   ;-21.83     ;     ~   ;6.603    ;5.672    ;     ~   ;5.438854 ;G6III                
3681;* 29 Vul                           ;PM*;20 38 31.3388452704 +21 12 04.185221724;   69.968 7.444     ;18.2449   ;-22.10     ;-0.000074   ;-22.10     ;4.73     ;4.80     ;4.82     ;4.79     ;4.802192 ;A0Va(_sh)            
3682;* gam CrB A                        ;PM*;15 42 44.569346 +26 17 44.28377        ;    -107.0 47.8     ;      ~   ;~          ;~           ;~          ;     ~   ;4.01     ;4.05     ;     ~   ;     ~   ;~                    
3683;* gam CrB B                        ;PM*;15 42 44.605241 +26 17 44.00670        ;    -107.0 47.8     ;      ~   ;~          ;~           ;~          ;     ~   ;5.85     ;5.56     ;     ~   ;     ~   ;~                    
3684;* del CrB                          ;RS*;15 49 35.6469970632 +26 04 06.214310112;-78.907 -64.894     ;19.4965   ;-20.36     ;-0.000068   ;-20.36     ;5.80     ;5.43     ;4.63     ;4.00     ;4.378254 ;G5III-IVFe-1         
3685;* eps CrB                          ;PM*;15 57 35.2514020181 +26 52 40.366652765;-77.716 -60.971     ;13.4922   ;-32.42     ;-0.000108   ;-32.42     ;6.650    ;5.360    ;4.130    ;3.27     ;3.756233 ;K2IIIab              
3686;* 39 Her                           ;SB*;16 41 36.6992519496 +26 55 00.768709236;  1.208 -44.761     ;23.1794   ;-13.60     ;-0.000045   ;-13.60     ;     ~   ;6.31     ;5.916    ;     ~   ;5.817127 ;F3V:+F3V:            
3687;HD 156874                          ;*  ;17 18 48.5264966664 +28 49 22.679991408;  47.047 -7.078     ;9.9615    ;-12.043900 ;-0.000040   ;-12.04     ;     ~   ;6.658    ;5.680    ;     ~   ;5.423873 ;K0III                
3688;* 78 Her                           ;*  ;17 31 49.5792411960 +28 24 27.001810620;   7.398 26.535     ;11.9929   ;-20.96     ;-0.000070   ;-20.96     ;5.620    ;5.650    ;5.650    ;     ~   ;5.647503 ;A1V                  
3689;HD 162555                          ;PM*;17 50 22.8923622456 +29 19 19.709131008;  30.646 46.952     ;13.3676   ;-15.12     ;-0.000050   ;-15.12     ;     ~   ;6.588    ;5.517    ;     ~   ;5.217624 ;K1III                
3690;* nu. Her                          ;LP*;17 58 30.1496073102 +30 11 21.387652276;   -1.386 3.799     ;4.7477    ;-24.302    ;-0.000081   ;-24.30     ;4.95     ;4.80     ;4.41     ;4.01     ;4.277984 ;kA9hF2mF2(IV)        
3691;* ksi Her                          ;LP*;17 57 45.8856741278 +29 14 52.366005079; 81.919 -18.962     ;23.8544   ;-1.756     ;-0.000006   ;-1.76      ;5.34     ;4.64     ;3.70     ;3.01     ;3.464802 ;G8.5III              
3692;* b Her                            ;SB*;18 07 01.5906608928 +30 33 43.584892488;-100.150 53.998     ;63.3943   ;-0.17      ;-0.000001   ;-0.17      ;5.52     ;5.67     ;5.13     ;4.61     ;4.947728 ;F6V                  
3693;* omi Her                          ;Be*;18 07 32.5511122149 +28 45 44.967836300;   -0.018 8.153     ;9.3487    ;-29.50     ;-0.000098   ;-29.50     ;3.74     ;3.802    ;3.827    ;     ~   ;3.832115 ;B9.5III              
3694;HD 168694                          ;*  ;18 19 52.0698254616 +29 39 59.007407040;   -2.322 3.075     ;5.261     ;-38.19     ;-0.000127   ;-38.19     ;     ~   ;7.338    ;5.993    ;     ~   ;5.588668 ;K4III                
3695;* 108 Her                          ;SB*;18 20 56.9702350080 +29 51 32.123419848;   1.341 53.261     ;17.9191   ;-24.18     ;-0.000081   ;-24.18     ;     ~   ;5.84     ;5.60     ;     ~   ;5.561358 ;kA3mA7+A9V           
3696;* t Her                            ;*  ;18 21 01.0201650168 +28 52 11.824859352;   4.022 47.670     ;11.8758   ;-29.6      ;-0.000099   ;-29.60     ;     ~   ;5.322    ;5.115    ;     ~   ;5.064077 ;A8Vn                 
3697;HD 171301                          ;*  ;18 32 49.9577254800 +30 33 15.151676292;  13.298 11.374     ;9.3330    ;-10.30     ;-0.000034   ;-10.30     ;4.93     ;5.381    ;5.468    ;     ~   ;5.455955 ;B8V                  
3698;HD 169981                          ;SB*;18 25 58.7869816656 +29 49 44.149000404; 22.706 -24.375     ;8.4874    ;8.5        ;0.000028    ;8.50       ;5.99     ;5.90     ;5.83     ;5.75     ;5.801887 ;A2IV                 
3699;HD 175443                          ;PM*;18 54 13.2472561224 +27 54 34.298130996; -7.607 -71.855     ;7.6219    ;14.06      ;0.000047    ;14.06      ;     ~   ;6.97     ;5.62     ;     ~   ;5.182554 ;K4III                
3700;HD 178233                          ;PM*;19 06 37.7343393336 +28 37 42.942413568;  75.628 84.754     ;24.4217   ;-20.50     ;-0.000068   ;-20.50     ;5.88     ;5.84     ;5.55     ;     ~   ;5.456143 ;F0III                
3701;* bet02 Cyg                        ;Be*;19 30 45.3961817904 +27 57 54.989118612;  -1.078 -1.540     ;8.1896    ;-18.80     ;-0.000063   ;-18.80     ;4.69     ;5.01     ;5.11     ;     ~   ;5.103025 ;B8Ve                 
3702;HD 184010                          ;*  ;19 31 21.6214301712 +26 37 01.817079708;  10.965 25.121     ;16.294    ;5.83       ;0.000019    ;5.83       ;     ~   ;6.811    ;5.893    ;     ~   ;5.647756 ;K0III-IV             
3703;* bet01 Cyg                        ;** ;19 30 43.2756033620 +27 57 34.825072398;  4.915 -11.127     ;8.9816    ;-24.7752   ;-0.000083   ;-24.77     ;4.83     ;4.21     ;3.08     ;2.21     ;2.651682 ;K3II+B9.5V           
3704;* 10 Vul                           ;*  ;19 43 42.9167210832 +25 46 18.912693900;  17.819 15.190     ;9.0521    ;-8.63      ;-0.000029   ;-8.63      ;     ~   ;6.433    ;5.497    ;     ~   ;5.253212 ;G8III                
3705;HD 189944                          ;*  ;20 01 44.7103226688 +24 48 01.497481200;   7.550 -1.748     ;3.4390    ;-15.00     ;-0.000050   ;-15.00     ;     ~   ;5.732    ;5.870    ;     ~   ;5.860260 ;B4V                  
